group_name,group_level,strata_name,strata_level,variable_name,variable_level,variable_type,estimate_type,estimate,estimate_suppressed,standard_concept_name,standard_concept_id,source_concept_name,source_concept_id,domain_id,codelist_name,cohort_name,cdm_name
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin sec dose SARS-CoV-2 vacc (940617) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,7419,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin sec dose SARS-CoV-2 vacc,940617,drug,Pfizer vaccine,pfizer,CPRD GOLD
Codelist,Overall,Overall,Overall,Person count,Overall,Numeric,Count,11343,FALSE,NA,NA,NA,NA,NA,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin fifth dse SARS-CoV-2 vac (940625) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,7,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin fifth dse SARS-CoV-2 vac,940625,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin first dse SARS-CoV-2 vac (940616) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,10768,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin first dse SARS-CoV-2 vac,940616,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin fourth SARS-CoV-2 vac (940624) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,215,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin fourth SARS-CoV-2 vac,940624,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin sec dose SARS-CoV-2 vacc (940617) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,7080,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin sec dose SARS-CoV-2 vacc,940617,drug,Pfizer vaccine,pfizer,CPRD GOLD
By concept,"Standard concept: SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension (37003436) Source concept: Admin third dse SARS-CoV-2 vac (940623) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,245,FALSE,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",37003436,Admin third dse SARS-CoV-2 vac,940623,drug,Pfizer vaccine,pfizer,CPRD GOLD
Codelist,Overall,Overall,Overall,Record count,Overall,Numeric,Count,35220,FALSE,NA,NA,NA,NA,NA,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Preschool-DT+polio-vaccination (45422236) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,11,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,Preschool-DT+polio-vaccination,45422236,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis booster vaccination (45522064) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,8461,FALSE,pertussis vaccine,19033193,Pertussis booster vaccination,45522064,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: First low dose diphtheria, tetanus and inactivated polio vaccination (45422237) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,15,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,"First low dose diphtheria, tetanus and inactivated polio vaccination",45422237,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Second DTP (triple)+polio vacc (45458699) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,Second DTP (triple)+polio vacc,45458699,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Pre-school DT + polio vaccin. (45442075) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,33,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,Pre-school DT + polio vaccin.,45442075,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and pertussis vaccine (40213291) Source concept: Triple - DTP - vaccination NOS (45455376) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,7,FALSE,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,Triple - DTP - vaccination NOS,45455376,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Second booster low dose diphtheria, tetanus and inactivated polio vaccination (45518787) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,"Second booster low dose diphtheria, tetanus and inactivated polio vaccination",45518787,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Whooping cough vaccination (45515476) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,pertussis vaccine,19033193,Whooping cough vaccination,45515476,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: [V]Whooping cough vaccination (45441392) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,pertussis vaccine,19033193,[V]Whooping cough vaccination,45441392,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: First pertussis vaccination (45518779) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,8139,FALSE,pertussis vaccine,19033193,First pertussis vaccination,45518779,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Second pertussis vaccination (45485544) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,8352,FALSE,pertussis vaccine,19033193,Second pertussis vaccination,45485544,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: DT (double) + polio vacc. NOS (45482248) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,5,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,DT (double) + polio vacc. NOS,45482248,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and pertussis vaccine (40213291) Source concept: [V]Diphtheria-tetanus-pertussis, combined (DTP) vaccination (45478226) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,"[V]Diphtheria-tetanus-pertussis, combined (DTP) vaccination",45478226,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: DTP (triple)+polio vaccination (45472278) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,38,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,DTP (triple)+polio vaccination,45472278,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis vaccination in pregnancy (45891693) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,394,FALSE,pertussis vaccine,19033193,Pertussis vaccination in pregnancy,45891693,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination (44791056) Source concept: Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination (45472279) Domain: procedure",Overall,Overall,Record count,Overall,Numeric,Count,11,FALSE,"Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination",44791056,"Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination",45472279,procedure,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Low dose diphtheria, tetanus, five component acellular pertussis and inactivated polio vaccination (45422235) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,16,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,"Low dose diphtheria, tetanus, five component acellular pertussis and inactivated polio vaccination",45422235,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Diphtheria/tetanus/pertussis DTPw vaccination (37814829) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,136,FALSE,pertussis vaccine,19033193,Diphtheria/tetanus/pertussis DTPw vaccination,37814829,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: DTP (triple)+polio vacc. NOS (45505395) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,DTP (triple)+polio vacc. NOS,45505395,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: [V]Pertussis vaccination (45491489) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,8,FALSE,pertussis vaccine,19033193,[V]Pertussis vaccination,45491489,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Third pertussis vaccination (45518780) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,8523,FALSE,pertussis vaccine,19033193,Third pertussis vaccination,45518780,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Booster diphtheria, tetanus, acellular pertussis (DTaP) and polio vaccination (45468981) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,10,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,"Booster diphtheria, tetanus, acellular pertussis (DTaP) and polio vaccination",45468981,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Trivax Vaccination (Celltech Pharma Europe Ltd) (37791717) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,96,FALSE,pertussis vaccine,19033193,Trivax Vaccination (Celltech Pharma Europe Ltd),37791717,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and acellular pertussis vaccine (40213281) Source concept: Booster diphtheria, tetanus and acellular pertussis (DTaP) vaccination (45455375) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,"diphtheria, tetanus toxoids and acellular pertussis vaccine",40213281,"Booster diphtheria, tetanus and acellular pertussis (DTaP) vaccination",45455375,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and pertussis vaccine (40213291) Source concept: Triple - DTP - vaccination (45505394) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,26,FALSE,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,Triple - DTP - vaccination,45505394,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: First booster low dose diphtheria, tetanus and inactivated polio vaccination (45455377) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,NA,TRUE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,"First booster low dose diphtheria, tetanus and inactivated polio vaccination",45455377,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Booster DT(double)+polio vacc. (45465530) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,14,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,Booster DT(double)+polio vacc.,45465530,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis vaccination (45488915) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,765,FALSE,pertussis vaccine,19033193,Pertussis vaccination,45488915,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Third DTP (triple)+polio vacc. (45468980) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,Third DTP (triple)+polio vacc.,45468980,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: First DTP (triple)+polio vacc. (45425502) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,First DTP (triple)+polio vacc.,45425502,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: [V]Diphtheria-tetanus-pertussis with poliomyelitis (DTP + polio) vaccination (45474884) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,27,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,[V]Diphtheria-tetanus-pertussis with poliomyelitis (DTP + polio) vaccination,45474884,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: DT (double)+polio vaccination (45478936) Domain: drug",Overall,Overall,Record count,Overall,Numeric,Count,78,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,DT (double)+polio vaccination,45478936,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis vaccination NOS (45475577) Domain: drug,Overall,Overall,Record count,Overall,Numeric,Count,16,FALSE,pertussis vaccine,19033193,Pertussis vaccination NOS,45475577,drug,Tdap,tdap,CPRD GOLD
Codelist,Overall,Overall,Overall,Person count,Overall,Numeric,Count,13471,FALSE,NA,NA,NA,NA,NA,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Preschool-DT+polio-vaccination (45422236) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,11,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,Preschool-DT+polio-vaccination,45422236,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: DTP (triple)+polio vaccination (45472278) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,31,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,DTP (triple)+polio vaccination,45472278,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis vaccination in pregnancy (45891693) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,351,FALSE,pertussis vaccine,19033193,Pertussis vaccination in pregnancy,45891693,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis booster vaccination (45522064) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,8097,FALSE,pertussis vaccine,19033193,Pertussis booster vaccination,45522064,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination (44791056) Source concept: Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination (45472279) Domain: procedure",Overall,Overall,Person count,Overall,Numeric,Count,11,FALSE,"Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination",44791056,"Booster diphtheria, tetanus, acellular pertussis and inactivated polio vaccination",45472279,procedure,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Low dose diphtheria, tetanus, five component acellular pertussis and inactivated polio vaccination (45422235) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,13,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,"Low dose diphtheria, tetanus, five component acellular pertussis and inactivated polio vaccination",45422235,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: First low dose diphtheria, tetanus and inactivated polio vaccination (45422237) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,15,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,"First low dose diphtheria, tetanus and inactivated polio vaccination",45422237,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Second DTP (triple)+polio vacc (45458699) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,Second DTP (triple)+polio vacc,45458699,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Diphtheria/tetanus/pertussis DTPw vaccination (37814829) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,58,FALSE,pertussis vaccine,19033193,Diphtheria/tetanus/pertussis DTPw vaccination,37814829,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Pre-school DT + polio vaccin. (45442075) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,33,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,Pre-school DT + polio vaccin.,45442075,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: DTP (triple)+polio vacc. NOS (45505395) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,5,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,DTP (triple)+polio vacc. NOS,45505395,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: [V]Pertussis vaccination (45491489) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,7,FALSE,pertussis vaccine,19033193,[V]Pertussis vaccination,45491489,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and pertussis vaccine (40213291) Source concept: Triple - DTP - vaccination NOS (45455376) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,7,FALSE,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,Triple - DTP - vaccination NOS,45455376,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Third pertussis vaccination (45518780) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,8470,FALSE,pertussis vaccine,19033193,Third pertussis vaccination,45518780,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Second booster low dose diphtheria, tetanus and inactivated polio vaccination (45518787) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,"Second booster low dose diphtheria, tetanus and inactivated polio vaccination",45518787,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Booster diphtheria, tetanus, acellular pertussis (DTaP) and polio vaccination (45468981) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,10,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,"Booster diphtheria, tetanus, acellular pertussis (DTaP) and polio vaccination",45468981,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Whooping cough vaccination (45515476) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,pertussis vaccine,19033193,Whooping cough vaccination,45515476,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: [V]Whooping cough vaccination (45441392) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,pertussis vaccine,19033193,[V]Whooping cough vaccination,45441392,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Trivax Vaccination (Celltech Pharma Europe Ltd) (37791717) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,45,FALSE,pertussis vaccine,19033193,Trivax Vaccination (Celltech Pharma Europe Ltd),37791717,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and acellular pertussis vaccine (40213281) Source concept: Booster diphtheria, tetanus and acellular pertussis (DTaP) vaccination (45455375) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"diphtheria, tetanus toxoids and acellular pertussis vaccine",40213281,"Booster diphtheria, tetanus and acellular pertussis (DTaP) vaccination",45455375,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and pertussis vaccine (40213291) Source concept: Triple - DTP - vaccination (45505394) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,19,FALSE,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,Triple - DTP - vaccination,45505394,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: First booster low dose diphtheria, tetanus and inactivated polio vaccination (45455377) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,"First booster low dose diphtheria, tetanus and inactivated polio vaccination",45455377,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: First pertussis vaccination (45518779) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,8089,FALSE,pertussis vaccine,19033193,First pertussis vaccination,45518779,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Second pertussis vaccination (45485544) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,8319,FALSE,pertussis vaccine,19033193,Second pertussis vaccination,45485544,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: Booster DT(double)+polio vacc. (45465530) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,11,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,Booster DT(double)+polio vacc.,45465530,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis vaccination (45488915) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,757,FALSE,pertussis vaccine,19033193,Pertussis vaccination,45488915,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: Third DTP (triple)+polio vacc. (45468980) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,Third DTP (triple)+polio vacc.,45468980,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: First DTP (triple)+polio vacc. (45425502) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,6,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,First DTP (triple)+polio vacc.,45425502,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated (40213289) Source concept: [V]Diphtheria-tetanus-pertussis with poliomyelitis (DTP + polio) vaccination (45474884) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,27,FALSE,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, and poliovirus vaccine, inactivated",40213289,[V]Diphtheria-tetanus-pertussis with poliomyelitis (DTP + polio) vaccination,45474884,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: DT (double)+polio vaccination (45478936) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,75,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,DT (double)+polio vaccination,45478936,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US) (724894) Source concept: DT (double) + polio vacc. NOS (45482248) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,5,FALSE,"Diphtheria, Tetanus, Poliomyelitis adsorbed (non-US)",724894,DT (double) + polio vacc. NOS,45482248,drug,Tdap,tdap,CPRD GOLD
By concept,Standard concept: pertussis vaccine (19033193) Source concept: Pertussis vaccination NOS (45475577) Domain: drug,Overall,Overall,Person count,Overall,Numeric,Count,16,FALSE,pertussis vaccine,19033193,Pertussis vaccination NOS,45475577,drug,Tdap,tdap,CPRD GOLD
By concept,"Standard concept: diphtheria, tetanus toxoids and pertussis vaccine (40213291) Source concept: [V]Diphtheria-tetanus-pertussis, combined (DTP) vaccination (45478226) Domain: drug",Overall,Overall,Person count,Overall,Numeric,Count,NA,TRUE,"diphtheria, tetanus toxoids and pertussis vaccine",40213291,"[V]Diphtheria-tetanus-pertussis, combined (DTP) vaccination",45478226,drug,Tdap,tdap,CPRD GOLD
