NCO_name,concept_id,concept_name
Osteoporosis,4003481,Vertebral osteoporosis
Osteoporosis,4003482,Postoophorectomy osteoporosis with pathological fracture
Osteoporosis,4003483,Osteoporosis of disuse with pathological fracture
Osteoporosis,4004622,Idiopathic generalized osteoporosis
Osteoporosis,4004623,Localized osteoporosis - Lequesne
Osteoporosis,4004624,Post-surgical malabsorption osteoporosis with pathological fracture
Osteoporosis,4010333,Postmenopausal osteoporosis
Osteoporosis,4033089,Drug-induced osteoporosis
Osteoporosis,4049167,Posttraumatic osteoporosis
Osteoporosis,4067765,Drug-induced osteoporosis with pathological fracture
Osteoporosis,4067768,Postmenopausal osteoporosis with pathological fracture
Osteoporosis,4068133,Osteoporosis with pathological fracture of thoracic vertebrae
Osteoporosis,4069524,Osteoporosis with pathological fracture of lumbar vertebrae
Osteoporosis,4069525,Osteoporosis with pathological fracture of cervical vertebrae
Osteoporosis,4069306,Idiopathic osteoporosis with pathological fracture
Osteoporosis,4105090,Regional osteoporosis
Osteoporosis,4109181,Osteoporosis with pseudoglioma
Osteoporosis,4136988,Menopausal osteoporosis
Osteoporosis,4151725,Localized disuse osteoporosis
Osteoporosis,4160572,Pathological fracture of neck of femur associated with osteoporosis
Osteoporosis,4173335,Primary osteoporosis
Osteoporosis,4193701,At risk of osteoporosis
Osteoporosis,4206888,Collapse of thoracic vertebra due to osteoporosis
Osteoporosis,4207924,Collapse of cervical vertebra due to osteoporosis
Osteoporosis,4210556,Collapse of lumbar vertebra due to osteoporosis
Osteoporosis,4305731,Osteoporosis due to corticosteroid
Osteoporosis,4344143,Juvenile idiopathic generalized osteoporosis
Osteoporosis,4344144,Regional migrating osteoporosis
Osteoporosis,4344145,Transient osteoporosis of hip in pregnancy
Osteoporosis,4345585,Transient osteoporosis of hip
Osteoporosis,4345586,Post-irradiation osteoporosis
Osteoporosis,4344377,Secondary generalized osteoporosis
Osteoporosis,4344378,Secondary localized osteoporosis
Osteoporosis,4347297,Idiopathic osteoporosis in pregnancy
Osteoporosis,4347298,Adult idiopathic generalized osteoporosis
Osteoporosis,36716194,Osteoporosis and oculocutaneous hypopigmentation syndrome
Osteoporosis,37204244,X-linked osteoporosis with fractures
Osteoporosis,37204736,Dominant hypophosphatemia with nephrolithiasis and/or osteoporosis
Osteoporosis,37209174,Pathological fracture of right scapula due to osteoporosis
Osteoporosis,37209180,Pathological fracture of left rib due to osteoporosis
Osteoporosis,37209181,Pathological fracture of right rib due to osteoporosis
Osteoporosis,40480160,Pathological fracture due to osteoporosis
Osteoporosis,42536670,Premenopausal idiopathic osteoporosis
Osteoporosis,42536671,Osteoporosis due to malabsorption
Osteoporosis,42538151,Osteoporosis co-occurrent and due to multiple myeloma
Osteoporosis,44783435,Transient osteoporosis
Osteoporosis,44783850,Osteoporosis circumscripta
Osteoporosis,44804272,Osteoporosis resolved
Osteoporosis,45757316,Pathological fracture of lumbar vertebra due to secondary osteoporosis
Osteoporosis,45757318,Pathological fracture of cervical vertebra due to secondary osteoporosis
Osteoporosis,45757320,Pathological fracture of vertebra due to osteoporosis
Osteoporosis,45757323,Pathological fracture of vertebra due to secondary osteoporosis
Osteoporosis,45757324,Pathological fracture of sacral vertebra due to secondary osteoporosis
Osteoporosis,45757314,Pathological fracture of thoracic vertebra due to secondary osteoporosis
Osteoporosis,45766159,Secondary osteoporosis
Osteoporosis,45767036,Pathological fracture of clavicle due to osteoporosis
Osteoporosis,45767037,Pathological fracture of femur due to osteoporosis
Osteoporosis,45767038,Pathological fracture of fibula due to osteoporosis
Osteoporosis,45767039,Pathological fracture of foot due to osteoporosis
Osteoporosis,45767040,Pathological fracture of hand due to osteoporosis
Osteoporosis,45767041,Pathological fracture of proximal femur due to osteoporosis
Osteoporosis,45767042,Pathological fracture of humerus due to osteoporosis
Osteoporosis,45767043,Pathological fracture of scapula due to osteoporosis
Osteoporosis,45767044,Pathological fracture of tibia due to osteoporosis
Osteoporosis,45767045,Pathological fracture of ulna due to osteoporosis
Osteoporosis,45767001,Pathological fracture of ulna due to secondary osteoporosis
Osteoporosis,45767002,Pathological fracture of tibia due to secondary osteoporosis
Osteoporosis,45767003,Pathological fracture of scapula due to secondary osteoporosis
Osteoporosis,45767004,Pathological fracture of humerus due to secondary osteoporosis
Osteoporosis,45767005,Pathological fracture of proximal femur due to secondary osteoporosis
Osteoporosis,45767006,Pathological fracture of hand due to secondary osteoporosis
Osteoporosis,45767007,Pathological fracture of foot due to secondary osteoporosis
Osteoporosis,45767008,Pathological fracture of fibula due to secondary osteoporosis
Osteoporosis,45767009,Pathological fracture of femur due to secondary osteoporosis
Osteoporosis,45767010,Pathological fracture of clavicle due to secondary osteoporosis
Osteoporosis,45767011,Pathological fracture of ankle due to secondary osteoporosis
Osteoporosis,45768892,Osteoporosis due to cystic fibrosis
Osteoporosis,45772067,Pathological fracture of sacral vertebra due to osteoporosis
Osteoporosis,45772069,Pathological fracture due to secondary osteoporosis
Osteoporosis,45771423,Pathological fracture of ankle due to osteoporosis
Osteoporosis,45772713,Pathological fracture of radius due to secondary osteoporosis
Osteoporosis,45772718,Pathological fracture of radius due to osteoporosis
Osteoporosis,80824,Senile osteoporosis
Osteoporosis,77365,Disuse osteoporosis
Osteoporosis,80502,Osteoporosis
Osteoporosis,4347299,Disappearing bone disease
Osteoporosis,4347301,Osteoporotic vertebral collapse
Osteoporosis,4069941,Osteoporotic kyphosis
Osteoporosis,4031127,Osteoporotic bone marrow defect
Osteoporosis,764959,Osteoporosis medication contraindicated
Osteoporosis,765388,History of collapsed vertebra due to osteoporosis
Osteoporosis,1314442,Patient had a bone mineral density test in the past two years or received osteoporosis medication or therapy in the past 12 months
Osteoporosis,2108529,Pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed (OP) (IBD)
Osteoporosis,2109565,Documentation of communication that a fracture occurred and that the patient was or should be tested or treated for osteoporosis (OP)
Osteoporosis,2617532,Patient (female) documented to have been assessed for osteoporosis
Osteoporosis,2617533,Patient (female) not documented to have been assessed for osteoporosis
Osteoporosis,2617534,Clinician documented that (female) patient was not an eligible candidate for osteoporosis assessment measure
Osteoporosis,2617692,PATIENT DOCUMENTED TO HAVE RECEIVED A PRESCRIPTION FOR PHARMACOLOGIC THERAPY FOR OSTEOPOROSIS
Osteoporosis,2617555,Osteoporosis patient documented to have been prescribed calcium and vitamin d supplements
Osteoporosis,2617556,Clinician documented that osteoporosis patient was not an eligible candidate for calcium and vitamin d supplement measure
Osteoporosis,2617557,Newly diagnosed osteoporosis patients documented to have been treated with antiresorptive therapy and/or pth within 3 months of diagnosis
Osteoporosis,2617558,Clinician documented that newly diagnosed osteoporosis patient was not an eligible candidate for antiresorptive therapy and/or pth treatment measure within 3 months of diagnosis
Osteoporosis,2617559,"Within 6 months of suffering a nontraumatic fracture, female patient 65 years of age or older documented to have undergone bone mineral density testing or to have been prescribed a drug to treat or prevent osteoporosis"
Osteoporosis,2617560,Clinician documented that female patient 65 years of age or older who suffered a nontraumatic fracture within the last 6 months was not an eligible candidate for measure to test bone mineral density or drug to treat or prevent osteoporosis
Osteoporosis,2617745,CLINICIAN DOCUMENTED THAT COMMUNICATION WAS SENT TO THE PHYSICIAN MANAGING ONGOING CARE OF PATIENT THAT A FRACTURE OCCURRED AND THAT THE PATIENT WAS OR SHOULD BE TESTED OR TREATED FOR OSTEOPOROSIS
Osteoporosis,2617746,Clinician has not documented that communication was sent to the physician managing ongoing care of patient that a fracture occurred and that the patient was or should be tested or treated for osteoporosis
Osteoporosis,2617747,PATIENT WAS NOT AN ELIGIBLE CANDIDATE FOR COMMUNICATION WITH THE PHYSICIAN MANAGING THE PATIENT'S ONGOING CARE THAT A FRACTURE OCCURRED AND THAT THE PATIENT WAS OR SHOULD BE TESTED OR TREATED FOR OSTEOPOROSIS
Osteoporosis,3044730,Osteoporosis [Minimum Data Set]
Osteoporosis,4051119,Family history of osteoporosis
Osteoporosis,4133510,Referral to osteoporosis clinic
Osteoporosis,4148818,No FH: Osteoporosis
Osteoporosis,4192164,Osteoporosis risk assessment done
Osteoporosis,4192165,Osteoporosis risk assessment defaulted
Osteoporosis,4192166,Initial osteoporosis assessment
Osteoporosis,4192167,Follow-up osteoporosis assessment
Osteoporosis,4192168,Osteoporosis treatment started
Osteoporosis,4192173,Refer to osteoporosis specialist
Osteoporosis,4193133,Osteoporosis treatment stopped
Osteoporosis,4310032,Osteoporosis risk assessment refused
Osteoporosis,4310033,Osteoporosis monitoring
Osteoporosis,4310034,Osteoporosis treatment changed
Osteoporosis,4310038,Seen in osteoporosis clinic
Osteoporosis,35622013,Osteoporosis monitoring refused
Osteoporosis,36712843,Osteoporosis screening declined
Osteoporosis,36712776,Osteoporosis treatment declined
Osteoporosis,37205176,Osteoporosis monitoring done
Osteoporosis,40664595,"Pharmacologic therapy for osteoporosis was not prescribed, reason not given"
Osteoporosis,40664578,Pharmacologic therapy (other than minierals/vitamins) for osteoporosis prescribed
Osteoporosis,40664757,"Within the past 2 years, central dual-energy x-ray absorptiometry (dxa) ordered and documented, review of systems and medication history or pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed"
Osteoporosis,40664493,Clinician documented patient not an eligible candidate to receive pharmacologic therapy for osteoporosis
Osteoporosis,40757932,Osteoporosis in last 7 days [MDSv3]
Osteoporosis,40769331,History of Osteoporosis with fracture or vertebral collapse [PhenX]
Osteoporosis,43021371,History of osteoporosis
Osteoporosis,43022041,History of osteoporosis resolved
Osteoporosis,44791379,Osteoporosis treatment not indicated
Osteoporosis,44802793,Osteoporosis enhanced services administration
Osteoporosis,44805517,Exception reporting - osteoporosis quality indicators
Osteoporosis,44805520,Excepted from osteoporosis quality indicators - patient unsuitable
Osteoporosis,44805521,Excepted from osteoporosis quality indicators - informed dissent
Osteoporosis,44813192,Bone sparing drug treatment offered for osteoporosis
Osteoporosis,45890731,"Within the past 2 years, central dual-energy x-ray absorptiometry (dxa) not ordered and documented, no review of systems and no medication history or pharmacologic therapy (other than minerals/vitamins) for osteoporosis prescribed"
Osteoporosis,764274,Osteoporosis medication review
Osteoporosis,4192170,Osteoporosis exercise education
Osteoporosis,4216302,Osteoporosis health education
Osteoporosis,4307165,Osteoporosis dietary education
Osteoporosis,4310036,Osteoporosis - dietary assessment
Osteoporosis,4310037,Osteoporosis - falls prevention
Osteoporosis,36715215,Treatment for osteoporosis
Osteoporosis,44804267,Osteoporosis medication prophylaxis
Osteoporosis,46272586,Prevention of osteoporosis
Osteoporosis,46285149,Osteoporosis medication compliance review
Osteoporosis,1616370,Osteoporosis Index of Risk panel
Osteoporosis,1616735,Total score Osteoporosis Risk Assessment Instrument
Osteoporosis,1616495,Total score Osteoporosis Index of Risk
Osteoporosis,1617006,Total score Osteoporosis Self-Assessment Tool
Osteoporosis,1617080,Osteoporosis Self-Assessment Tool
Osteoporosis,1617705,Osteoporosis Risk Assessment Instrument
Osteoporosis,4114314,Screening for osteoporosis
Osteoporosis,3025315,Body weight
Urinary tract infectious disease,81902,Urinary tract infectious disease
Urinary tract infectious disease,4220328,Lower urinary tract infectious disease
Urinary tract infectious disease,4140509,Illegal termination of pregnancy with urinary tract infection
Urinary tract infectious disease,201792,Nongonococcal urethritis
Urinary tract infectious disease,4331815,Acute urinary tract infection
Urinary tract infectious disease,4269363,Chronic pyelonephritis
Urinary tract infectious disease,198674,Tuberculosis of bladder
Urinary tract infectious disease,37016368,Urinary tract infection caused by Enterococcus
Urinary tract infectious disease,43530945,Induced termination of pregnancy complicated by urinary tract infection
Urinary tract infectious disease,194685,Non-obstructive reflux-associated chronic pyelonephritis
Urinary tract infectious disease,4128400,Urethritis due to reactive arthritis triad
Urinary tract infectious disease,45757268,Salmonella pyelonephritis
Urinary tract infectious disease,193955,Tuberculosis of kidney
Urinary tract infectious disease,4080595,Gonococcal Skenitis
Urinary tract infectious disease,4208664,Bacterial urinary infection
Urinary tract infectious disease,4312595,Pyoureter
Urinary tract infectious disease,4207309,Infective ureteritis
Urinary tract infectious disease,4030507,Fungal infection of kidney
Urinary tract infectious disease,3654610,Bladder disorder caused by Schistosoma
Urinary tract infectious disease,4338362,Amebic cystitis
Urinary tract infectious disease,4056622,Chronic urinary tract infection
Urinary tract infectious disease,4324904,Bacterial urethritis
Urinary tract infectious disease,4281684,Failed attempted termination of pregnancy with urinary tract infection
Urinary tract infectious disease,4126283,Tuberculous urethritis
Urinary tract infectious disease,4027122,Nephrotic syndrome in malaria
Urinary tract infectious disease,4280571,Acute pyelonephritis
Urinary tract infectious disease,4330644,Acute lower urinary tract infection
Urinary tract infectious disease,46269813,Urinary tract infection due to incomplete miscarriage
Urinary tract infectious disease,4042397,Acute tubulointerstitial nephritis associated with systemic infection
Urinary tract infectious disease,4137361,Recurrent bacterial cystitis
Urinary tract infectious disease,4056597,Chronic pyonephrosis
Urinary tract infectious disease,37016369,Urinary tract infection caused by Klebsiella
Urinary tract infectious disease,4146482,Urinary tract infection in pregnancy
Urinary tract infectious disease,4066017,Urethral stricture due to schistosomiasis
Urinary tract infectious disease,4177850,Chronic lower urinary tract infection
Urinary tract infectious disease,4047937,Neonatal urinary tract infection
Urinary tract infectious disease,4307400,Recurrent obstructive pyelonephritis
Urinary tract infectious disease,4216859,Urethral stricture due to gonococcal infection
Urinary tract infectious disease,4179205,Emphysematous cystitis
Urinary tract infectious disease,37311937,Gonorrhea of penis
Urinary tract infectious disease,35610224,Uncomplicated urinary tract infection
Urinary tract infectious disease,4125951,Emphysematous pyelonephritis
Urinary tract infectious disease,199872,Chronic pyelonephritis without medullary necrosis
Urinary tract infectious disease,4159655,Infection of bladder catheter
Urinary tract infectious disease,4080456,Renal tract candidiasis
Urinary tract infectious disease,4032428,Candida ureteritis
Urinary tract infectious disease,4032450,Urinary schistosomiasis
Urinary tract infectious disease,4203790,Cystitis with bilharziasis
Urinary tract infectious disease,192964,Infectious disorder of kidney
Urinary tract infectious disease,4207359,Cystitis with Echinococcus infestation
Urinary tract infectious disease,4128399,Gonococcal urethral abscess
Urinary tract infectious disease,4196799,Nongonococcal urethritis due to Ureaplasma urealyticum
Urinary tract infectious disease,3654660,Acute pyelonephritis caused by bacterium
Urinary tract infectious disease,36716009,Disorder of kidney and/or ureter caused by Schistosoma haematobium
Urinary tract infectious disease,4125953,Emphysematous pyelitis
Urinary tract infectious disease,4174994,Pyonephrosis
Urinary tract infectious disease,42535233,Pyelonephritis in pregnancy
Urinary tract infectious disease,4311853,Upper urinary tract infection
Urinary tract infectious disease,4056026,Pyelonephritis associated with another disorder
Urinary tract infectious disease,4114033,Proteus urinary tract infection
Urinary tract infectious disease,4033096,Miscarriage with urinary tract infection
Urinary tract infectious disease,3654611,Bladder disorder caused by Schistosoma japonicum
Urinary tract infectious disease,37016370,Urinary tract infection caused by Pseudomonas
Urinary tract infectious disease,4080597,Gonococcal paraurethral gland abscess
Urinary tract infectious disease,4080340,Gonococcal Cowperitis
Urinary tract infectious disease,4059131,Late syphilis of kidney
Urinary tract infectious disease,4089973,Plasmodium malariae malaria with nephropathy
Urinary tract infectious disease,4032454,Candiduria
Urinary tract infectious disease,764968,Urinary tract infection following procedure
Urinary tract infectious disease,4263853,Klebsiella cystitis
Urinary tract infectious disease,4145196,Urethral wart
Urinary tract infectious disease,4034818,Calculous pyelonephritis
Urinary tract infectious disease,4126297,Chronic obstructive pyelonephritis
Urinary tract infectious disease,197919,Urethral stricture due to infection
Urinary tract infectious disease,4062569,Urinary tract infection following delivery
Urinary tract infectious disease,40481109,Abscess of urethral gland due to Neisseria gonorrhoeae
Urinary tract infectious disease,4157002,Renal candidiasis
Urinary tract infectious disease,4310661,Acute pyonephrosis without renal medullary necrosis
Urinary tract infectious disease,4032427,Schistosomiasis of ureter
Urinary tract infectious disease,45772089,Cystitis due to Chlamydia
Urinary tract infectious disease,4290623,Tuberculous pyelitis
Urinary tract infectious disease,4128401,Acute culture positive cystitis
Urinary tract infectious disease,4128374,Cytomegalovirus-induced glomerulonephritis
Urinary tract infectious disease,37017217,Renal impairment caused by Polyomavirus
Urinary tract infectious disease,197035,Acute pyelonephritis with medullary necrosis
Urinary tract infectious disease,4190328,Pyocystis
Urinary tract infectious disease,45757237,Diphtheria tubulointerstitial nephropathy
Urinary tract infectious disease,4032445,Infective urethritis
Urinary tract infectious disease,4126282,Chlamydial urethritis
Urinary tract infectious disease,4167926,Infected diverticulum of bladder
Urinary tract infectious disease,4048058,Subacute pyelonephritis
Urinary tract infectious disease,4251796,Acute pyonephrosis with renal medullary necrosis
Urinary tract infectious disease,4128397,Gonococcal urethritis
Urinary tract infectious disease,4080779,Gonococcal Littré gland abscess
Urinary tract infectious disease,4089498,Hydatid cyst of kidney
Urinary tract infectious disease,439686,Urethritis due to Chlamydia trachomatis
Urinary tract infectious disease,200657,Trichomonal urethritis
Urinary tract infectious disease,4059737,Postoperative urinary tract infection
Urinary tract infectious disease,4126296,Infected renal cyst
Urinary tract infectious disease,195743,Diphtheritic cystitis
Urinary tract infectious disease,37311936,Infection of urinary tract caused by Herpes simplex
Urinary tract infectious disease,45768718,Familial non-obstructive reflux-associated chronic pyelonephritis
Urinary tract infectious disease,4105744,Urethral stricture due to syphilis
Urinary tract infectious disease,4175166,Bacterial cystitis
Urinary tract infectious disease,4245041,Legal termination of pregnancy with urinary tract infection
Urinary tract infectious disease,4127558,Tuberculous stricture of ureter
Urinary tract infectious disease,196338,Chronic gonococcal cystitis
Urinary tract infectious disease,193140,Acute gonococcal cystitis
Urinary tract infectious disease,36713241,Bacterial nephritis
Urinary tract infectious disease,4318119,Mycoplasmal pyelonephritis
Urinary tract infectious disease,4030508,Candida pyelonephritis
Urinary tract infectious disease,4192381,Renal coccidiosis
Urinary tract infectious disease,4128398,Schistosomiasis of the urethra
Urinary tract infectious disease,4062493,Mumps nephritis
Urinary tract infectious disease,4056610,Trichomonal cystitis
Urinary tract infectious disease,4049424,Diffuse pyelonephritis
Urinary tract infectious disease,201908,Chronic pyelonephritis with medullary necrosis
Urinary tract infectious disease,442345,Syphilis of kidney
Urinary tract infectious disease,4056023,Acute pyonephrosis
Urinary tract infectious disease,4329572,Acute bacterial tubulointerstitial nephritis
Urinary tract infectious disease,4116490,Coliform urinary tract infection
Urinary tract infectious disease,4060295,Infections of kidney in pregnancy
Urinary tract infectious disease,4056621,Recurrent urinary tract infection
Urinary tract infectious disease,4284564,Acute infectious tubulointerstitial nephritis
Urinary tract infectious disease,4125952,Chronic infective interstitial nephritis
Urinary tract infectious disease,4059142,Monilial cystitis
Urinary tract infectious disease,37017585,BK virus nephropathy
Urinary tract infectious disease,4048676,Focal pyelonephritis
Urinary tract infectious disease,4107240,Acute gonococcal urethritis
Urinary tract infectious disease,4247613,Cystitis due to Pseudomonas
Urinary tract infectious disease,4128060,Acquired immune deficiency syndrome-related nephropathy
Urinary tract infectious disease,4032449,Recurrent infective cystitis
Urinary tract infectious disease,4239213,Acute fungal tubulointerstitial nephritis
Urinary tract infectious disease,45757273,Toxoplasma tubulointerstitial nephropathy
Urinary tract infectious disease,198957,Tuberculosis of ureter
Urinary tract infectious disease,4144035,Acute infective cystitis
Urinary tract infectious disease,46269809,Urinary tract infection due to ectopic pregnancy
Urinary tract infectious disease,37395567,Reactive arthritis co-occurrent and due to nonspecific urethritis
Urinary tract infectious disease,4059733,Candidal urethritis
Urinary tract infectious disease,198199,Pyelonephritis
Urinary tract infectious disease,4063038,Infections of bladder in pregnancy
Urinary tract infectious disease,760135,Gonorrhea of kidney and ureter
Urinary tract infectious disease,45757792,Obstructive pyelonephritis
Urinary tract infectious disease,72817,Tuberculosis of urinary organs
Urinary tract infectious disease,4176285,Cystitis with actinomycosis
Urinary tract infectious disease,4329106,Acute upper urinary tract infection
Urinary tract infectious disease,4127709,Schistosomal urethral fistula
Urinary tract infectious disease,4060312,Infections of urethra in pregnancy
Urinary tract infectious disease,4059608,Gonococcal cystitis
Urinary tract infectious disease,4100954,Acute viral tubulointerstitial nephritis
Urinary tract infectious disease,4127563,Chronic infective cystitis
Urinary tract infectious disease,4186202,Chronic gonococcal urethritis
Urinary tract infectious disease,45770841,Febrile urinary tract infection
Urinary tract infectious disease,45763849,Catheter-associated urinary tract infection
Urinary tract infectious disease,4242401,Urinary tract infection following molar AND/OR ectopic pregnancy
Urinary tract infectious disease,196735,Acute pyelonephritis without medullary necrosis
Urinary tract infectious disease,4116491,Escherichia coli urinary tract infection
Urinary tract infectious disease,4080596,Gonococcal Littritis
Urinary tract infectious disease,4127562,Infective cystitis
Irritable bowel syndrome,1340381,Exacerbation of irritable bowel syndrome
Irritable bowel syndrome,4057826,Irritable bowel syndrome with diarrhea
Irritable bowel syndrome,4234788,Irritable bowel syndrome characterized by alternating bowel habit
Irritable bowel syndrome,4261072,Irritable bowel syndrome characterized by constipation
Irritable bowel syndrome,4340374,Irritable bowel syndrome variant of childhood with constipation
Irritable bowel syndrome,4341644,Irritable bowel syndrome variant of childhood
Irritable bowel syndrome,4341645,Irritable bowel syndrome variant of childhood with diarrhea
Irritable bowel syndrome,75576,Irritable bowel syndrome
Irritable bowel syndrome,507532,Dietetic Intervention for Irritable Bowel Syndrome TOM (Therapy Outcome Measure) activity score
Irritable bowel syndrome,507533,Dietetic Intervention for Irritable Bowel Syndrome TOM (Therapy Outcome Measure) carer wellbeing score
Irritable bowel syndrome,507534,Dietetic Intervention for Irritable Bowel Syndrome TOM (Therapy Outcome Measure) participation score
Irritable bowel syndrome,507535,Dietetic Intervention for Irritable Bowel Syndrome TOM (Therapy Outcome Measure) wellbeing score
Irritable bowel syndrome,507760,Dietetic Intervention for Irritable Bowel Syndrome TOM (Therapy Outcome Measure) impairment score
Irritable bowel syndrome,35609588,Irritable Bowel Syndrome - Symptom Severity Scale score
Irritable bowel syndrome,44807615,Management of irritable bowel syndrome
Irritable bowel syndrome,46270748,History of irritable bowel syndrome
Irritable bowel syndrome,759465,"Gastroenterology (irritable bowel syndrome [IBS]), immunoassay for anti-CdtB and anti-vinculin antibodies, utilizing plasma, algorithm for elevated or not elevated qualitative results"
Irritable bowel syndrome,35609587,Assessment using Irritable Bowel Syndrome - Symptom Severity Scale
Irritable bowel syndrome,44811497,Dietary education for irritable bowel syndrome
Irritable bowel syndrome,44811781,"Education about FODMAP (fermentable oligosaccharides, disaccharides, monosaccharides and polyols) exclusion diet"
Irritable bowel syndrome,35609500,Irritable Bowel Syndrome - Symptom Severity Scale
Allergies,36676905,"Severe dermatitis, multiple allergies, metabolic wasting syndrome"
Allergies,3003680,History of Allergies
Allergies,3013237,"History of allergies, reported"
Allergies,3026066,"Pre-existing physician-diagnosed allergies, birth defects, medical conditions"
Allergies,3043005,Allergies
Allergies,3053012,Allergies and adverse reactions Document
Allergies,4060077,H/O: multiple allergies
Allergies,21492219,Known allergies to food or environmental agents
Allergies,40767230,Do any allergies affect your childs ability to breathe through the nose [PhenX]
Allergies,40770396,Does the patient have any medication allergies NEMSIS
Allergies,40769047,"Do you have allergies to medications, food, or any vaccine [PhenX]"
Allergies,40769057,"Does the child have allergies to medications, food, or any vaccine [PhenX]"
Allergies,40772160,Does the patient have any environmental allergies NEMSIS
Allergies,40770439,EMS allergies and adverse reactions Narrative NEMSIS
Allergies,40770448,Medication allergies - RxNorm code NEMSIS
Allergies,42869817,Medication allergies panel [ESRD]
Allergies,44786722,History of allergies or sensitivities to the medication or substance administered was documented [AHRQ]
Allergies,40765626,"PhenX - personal medical history of allergies, infectious diseases, and immunizations - child protocol 161601"
Allergies,40765627,"PhenX - personal medical history of allergies, infectious diseases, and immunizations - adult protocol 161602"
Allergies,3004691,Service comment
Allergies,40759213,Birth weight GNWCH
Allergies,40765070,Birth hospital facility ID
Allergies,3004221,5 minute Apgar Score
Allergies,3014149,Body height --lying
Allergies,44816618,Device name
Allergies,40761338,Hospital Name
Mild depression,4129842,Mild postnatal depression
Mild depression,4149320,Mild depression
Mild depression,4195572,"Mild major depression, single episode"
Mild depression,4228802,Mild recurrent major depression
Mild depression,4336957,Mild major depression
Mild depression,35615151,Recurrent mild major depressive disorder co-occurrent with anxiety
Mild depression,37109052,Mild major depressive disorder co-occurrent with anxiety single episode
Mild depression,2107245,Mild to moderate depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)
Migraine,318736,Migraine
Migraine,372886,Refractory migraine with aura
Migraine,376394,Menstrual migraine
Migraine,378735,Migraine without aura
Migraine,379806,Migraine variants
Migraine,381549,Migraine with aura
Migraine,433763,Hemiplegic migraine
Migraine,443615,Refractory migraine
Migraine,443616,Refractory migraine without aura
Migraine,443619,Refractory migraine variants
Migraine,760856,Intractable allergic migraine
Migraine,760860,Refractory abdominal migraine
Migraine,760964,Intractable hemiplegic migraine
Migraine,760967,Intractable menstrual migraine
Migraine,760968,Chronic migraine without aura with status migrainosus
Migraine,762580,Refractory acute confusional migraine
Migraine,762725,"Ophthalmoplegic migraine, refractory"
Migraine,762769,Chronic migraine without aura
Migraine,763167,"Basilar artery migraine, refractory"
Migraine,765261,Intractable retinal migraine
Migraine,765701,"Chronic migraine without aura, non-refractory"
Migraine,1340399,Exacerbation of migraine
Migraine,4012221,Abdominal migraine - symptom
Migraine,4043560,Non-familial hemiplegic migraine
Migraine,4044232,Migraine aura without headache
Migraine,4044234,Migraine with ischemic complication
Migraine,4046225,Migraine with typical aura
Migraine,4094387,Lower half migraine
Migraine,4105620,Complicated migraine
Migraine,4138173,Intractable ophthalmic migraine
Migraine,4141827,Transformed migraine
Migraine,4175786,Ophthalmoplegic migraine
Migraine,4193495,Retinal migraine
Migraine,4294246,Abdominal migraine
Migraine,4307373,Basilar migraine
Migraine,4313491,"Migraine variants, not intractable"
Migraine,4314161,"Migraine without aura, not refractory"
Migraine,4317966,Ophthalmic migraine
Migraine,4318866,Acute confusional migraine
Migraine,4318867,Familial hemiplegic migraine
Migraine,37110241,Stroke co-occurrent with migraine
Migraine,40482953,Migraine variant with headache
Migraine,42534990,Common migraine with status migrainosus
Migraine,43530652,Chronic intractable migraine without aura
Migraine,43531613,Allergic migraine
Migraine,44782470,Migraine with persistent visual aura
Migraine,44804712,Migraine induced by oestrogen contraceptive
Migraine,46273066,Migraine due to estrogen contraceptive
Migraine,762088,Idiopathic partial status epilepticus
Migraine,760965,Hemiplegic status migrainosus
Migraine,43530650,Menstrual status migrainosus
Migraine,765076,Intractable menstrual status migrainosus
Migraine,760966,Intractable hemiplegic status migrainosus
Migraine,760969,Status migrainosus with aura
Migraine,377844,Status migrainosus
Migraine,760859,Retinal status migrainosus
Migraine,760857,Ophthalmic status migrainosus
Migraine,4318560,Chronic mixed headache syndrome
Migraine,4050811,FH: Migraine
Migraine,4059193,H/O: migraine
Migraine,4214591,No history of migraine
Migraine,36674425,Antimigraine therapeutic role
Migraine,36676757,Migraine prophylaxis therapeutic role
Migraine,40768088,Do you consider your severe headaches to be migraines [PhenX]
Migraine,40768090,"If diagnosed with migraines, at what age were you first diagnosed with migraines [PhenX]"
Migraine,40770051,Do you suffer from migraine [PhenX]
Migraine,43531138,History of migraine with aura
Migraine,3656000,Migraine therapy caloric vestibular stimulation
Migraine,4246989,Migraine prophylaxis
Migraine,36684889,Assessment using migraine disability assessment test
Migraine,43527938,"Chemodenervation of muscle(s); muscle(s) innervated by facial, trigeminal, cervical spinal and accessory nerves, bilateral (eg, for chronic migraine)"
Migraine,36684888,Migraine disability assessment test
Migraine,40765497,PhenX - migraine protocol 130501
Migraine,3015514,Body height --standing
Migraine,3025315,Body weight
Atopic dermatitis,133834,Atopic dermatitis
Atopic dermatitis,1340257,Exacerbation of atopic dermatitis
Atopic dermatitis,4031012,Atopic dermatitis of hands
Atopic dermatitis,4031013,Photoaggravated atopic dermatitis
Atopic dermatitis,4031630,Inverse pattern atopic dermatitis
Atopic dermatitis,4031631,Discoid atopic dermatitis
